427,364,437,356,446,347,457,340,466,331,483,347,491,337,484,314,476,324,482,349,473,359,459,366,458,367,449,375
127,462,132,460,147,455,161,449,181,442,195,436,201,434,205,445,200,447,185,454,165,461,152,466,137,471,131,474
62,486,69,484,80,479,88,476,97,473,109,468,116,466,121,478,114,481,102,486,93,489,85,492,72,497,65,500
94,687,110,688,120,689,137,690,156,690,172,689,188,688,189,700,173,700,157,701,136,701,120,700,109,700,93,698
599,751,605,745,617,736,624,728,633,720,639,715,646,710,657,721,651,726,644,732,635,739,627,748,616,756,611,762
449,809,457,802,470,792,478,783,486,773,511,776,518,768,507,751,500,759,503,784,491,798,484,807,471,816,464,823
529,803,536,796,542,791,553,782,561,778,571,771,579,767,586,783,578,788,574,791,562,798,556,804,544,813,538,819
486,813,493,807,501,799,511,791,520,784,536,790,542,783,534,767,528,774,533,796,523,804,511,814,505,820,498,826
